antecedents,consequents,support,confidence,lift
"DARK_CONDITIONS, GENDER=MALE","LOCATION=URBAN, PASSENGER_CAR, TIME_OF_DAY=Night, VEHICLE=NEW",0.2198581560283688,0.7745965642894326,1.8002986082111536
"DARK_CONDITIONS, GENDER=MALE","LOCATION=URBAN, PASSENGER_CAR, TIME_OF_DAY=Night",0.2501477541371158,0.881311816762103,1.7720494283558863
"DARK_CONDITIONS, GENDER=MALE, VEHICLE=NEW","LOCATION=URBAN, PASSENGER_CAR, TIME_OF_DAY=Night",0.2198581560283688,0.8778761061946904,1.7651412616534952
GENDER=MALE,"DARK_CONDITIONS, LOCATION=URBAN, PASSENGER_CAR, TIME_OF_DAY=Night, VEHICLE=NEW",0.2198581560283688,0.7526555386949925,1.753518996863239
GENDER=MALE,"LOCATION=URBAN, PASSENGER_CAR, TIME_OF_DAY=Night, VEHICLE=NEW",0.22000591016548462,0.7531613555892767,1.750479414364088
"DARK_CONDITIONS, GENDER=MALE, PASSENGER_CAR","LOCATION=URBAN, TIME_OF_DAY=Night, VEHICLE=NEW",0.2198581560283688,0.7745965642894326,1.7393727760819109
"DARK_CONDITIONS, GENDER=MALE","LOCATION=URBAN, TIME_OF_DAY=Night, VEHICLE=NEW",0.2198581560283688,0.7745965642894326,1.7393727760819109
GENDER=MALE,"DARK_CONDITIONS, LOCATION=URBAN, PASSENGER_CAR, TIME_OF_DAY=Night",0.2501477541371158,0.8563480020232674,1.7259569022315289
GENDER=MALE,"LOCATION=URBAN, PASSENGER_CAR, TIME_OF_DAY=Night",0.2502955082742317,0.8568538189175519,1.7228718498021365
"GENDER=MALE, VEHICLE=NEW","DARK_CONDITIONS, LOCATION=URBAN, PASSENGER_CAR, TIME_OF_DAY=Night",0.2198581560283688,0.8546812176909823,1.7225975227315569
"GENDER=MALE, VEHICLE=NEW","LOCATION=URBAN, PASSENGER_CAR, TIME_OF_DAY=Night",0.22000591016548462,0.855255600229753,1.7196583191785408
