antecedents,consequents,support,confidence,lift
"MALE, TIME_OF_DAY=Evening, URBAN",DARK_CONDITIONS,0.4152789342214821,0.8707987778262767,1.2083527812470922
DARK_CONDITIONS,"TIME_OF_DAY=Evening, URBAN",0.4369275603663614,0.6062969381860197,1.2045700955523733
"TIME_OF_DAY=Evening, URBAN",DARK_CONDITIONS,0.4369275603663614,0.8680727874276262,1.2045700955523733
"MALE, TIME_OF_DAY=Evening",DARK_CONDITIONS,0.47231473771856786,0.8611005692599619,1.1948951862290171
DARK_CONDITIONS,"MALE, TIME_OF_DAY=Evening",0.47231473771856786,0.6554015020219526,1.1948951862290171
"TIME_OF_DAY=Evening, URBAN","DARK_CONDITIONS, MALE",0.4152789342214821,0.8250620347394542,1.193136067094623
"DARK_CONDITIONS, MALE","TIME_OF_DAY=Evening, URBAN",0.4152789342214821,0.6005418422636966,1.193136067094623
DARK_CONDITIONS,TIME_OF_DAY=Evening,0.4972939217318901,0.6900635470826112,1.1924695252463542
TIME_OF_DAY=Evening,DARK_CONDITIONS,0.4972939217318901,0.8593525179856115,1.192469525246354
"DARK_CONDITIONS, MALE",TIME_OF_DAY=Evening,0.47231473771856786,0.6830222757375075,1.1803018031089878
TIME_OF_DAY=Evening,"DARK_CONDITIONS, MALE",0.47231473771856786,0.8161870503597123,1.1803018031089878
"DARK_CONDITIONS, URBAN","MALE, TIME_OF_DAY=Evening",0.4152789342214821,0.6384000000000001,1.16389889943074
"MALE, TIME_OF_DAY=Evening","DARK_CONDITIONS, URBAN",0.4152789342214821,0.7571157495256167,1.16389889943074
"DARK_CONDITIONS, URBAN",TIME_OF_DAY=Evening,0.4369275603663614,0.67168,1.1607016978417268
TIME_OF_DAY=Evening,"DARK_CONDITIONS, URBAN",0.4369275603663614,0.7550359712230217,1.1607016978417268
TIME_OF_DAY=Evening,"DARK_CONDITIONS, MALE, URBAN",0.4152789342214821,0.7176258992805756,1.1483926782624534
"DARK_CONDITIONS, MALE, URBAN",TIME_OF_DAY=Evening,0.4152789342214821,0.6645569620253164,1.1483926782624534
DARK_CONDITIONS,"AGE_GROUP=Adult, MALE, URBAN",0.4494171523730225,0.623627960716349,1.0578773740400214
"AGE_GROUP=Adult, MALE, URBAN",DARK_CONDITIONS,0.4494171523730225,0.7623587570621468,1.0578773740400211
WEEKEND_FLAG=Weekday,URBAN,0.40903413821815154,0.9118329466357309,1.0570573058972133
DARK_CONDITIONS,"AGE_GROUP=Adult, URBAN",0.46856786011656953,0.6502021952628538,1.0520617534667396
"AGE_GROUP=Adult, URBAN",DARK_CONDITIONS,0.46856786011656953,0.7581677332435164,1.0520617534667396
"DARK_CONDITIONS, MALE","AGE_GROUP=Adult, URBAN",0.4494171523730225,0.6499096929560506,1.0515884691683621
"AGE_GROUP=Adult, URBAN","DARK_CONDITIONS, MALE",0.4494171523730225,0.7271808689794544,1.0515884691683621
"DARK_CONDITIONS, INTERSECTION","MALE, URBAN",0.46690258118234806,0.8676982591876209,1.051569736916582
"MALE, URBAN",DARK_CONDITIONS,0.6248959200666112,0.7573158425832494,1.050879638292874
DARK_CONDITIONS,"MALE, URBAN",0.6248959200666112,0.8671288272674755,1.050879638292874
"DARK_CONDITIONS, INTERSECTION, MALE",URBAN,0.46690258118234806,0.903706688154714,1.047636807407154
"DARK_CONDITIONS, MALE",URBAN,0.6248959200666112,0.9036724864539435,1.047597158524311
URBAN,"DARK_CONDITIONS, MALE",0.6248959200666112,0.7244208494208495,1.047597158524311
URBAN,DARK_CONDITIONS,0.6504995836802664,0.7541023166023166,1.0464204300859414
DARK_CONDITIONS,URBAN,0.6504995836802664,0.9026574234546504,1.0464204300859412
"DARK_CONDITIONS, INTERSECTION",URBAN,0.48542880932556204,0.902127659574468,1.0458062926148033
"AGE_GROUP=Adult, DARK_CONDITIONS","MALE, URBAN",0.4494171523730225,0.8615323224261772,1.0440971939796557
"AGE_GROUP=Adult, DARK_CONDITIONS, MALE",URBAN,0.4494171523730225,0.8995833333333334,1.0428567406692408
"AGE_GROUP=Adult, DARK_CONDITIONS",URBAN,0.46856786011656953,0.898244213886672,1.0413043444767307
"AGE_GROUP=Adult, MALE",MOTORCYCLE,0.4190258118234804,0.6111111111111112,1.029375097397538
MOTORCYCLE,"AGE_GROUP=Adult, MALE",0.4190258118234804,0.705820476858345,1.0293750973975377
WEEKEND_FLAG=Weekend,AGE_GROUP=Adult,0.40611990008326393,0.7365043412608531,1.0231830119771943
AGE_GROUP=Adult,MOTORCYCLE,0.4360949208992506,0.6058415268941585,1.0204988412340594
MOTORCYCLE,AGE_GROUP=Adult,0.4360949208992506,0.7345722300140252,1.0204988412340592
"DARK_CONDITIONS, MALE, TIME_OF_DAY=Evening",URBAN,0.4152789342214821,0.8792419568091671,1.0192756661465345
"MALE, MOTORCYCLE",AGE_GROUP=Adult,0.4190258118234804,0.733600583090379,1.0191489881914924
DARK_CONDITIONS,"INTERSECTION, MALE, URBAN",0.46690258118234806,0.64789139225881,1.0191454644437863
"INTERSECTION, MALE, URBAN",DARK_CONDITIONS,0.46690258118234806,0.7344466273739358,1.0191454644437863
"DARK_CONDITIONS, TIME_OF_DAY=Evening",URBAN,0.4369275603663614,0.8786102971954793,1.018543404374296
"INTERSECTION, URBAN","DARK_CONDITIONS, MALE",0.46690258118234806,0.7042386185243328,1.0184112954217022
"DARK_CONDITIONS, MALE","INTERSECTION, URBAN",0.46690258118234806,0.6751956652618905,1.0184112954217022
"INTERSECTION, URBAN",DARK_CONDITIONS,0.48542880932556204,0.732182103610675,1.0160031270207057
DARK_CONDITIONS,"INTERSECTION, URBAN",0.48542880932556204,0.6735990756787984,1.0160031270207055
"DARK_CONDITIONS, TIME_OF_DAY=Evening","MALE, URBAN",0.4152789342214821,0.8350774382586856,1.0120363303215756
"AGE_GROUP=Adult, MALE",DARK_CONDITIONS,0.4995836802664446,0.7285974499089253,1.0110289281809581
DARK_CONDITIONS,"AGE_GROUP=Adult, MALE",0.4995836802664446,0.6932409012131715,1.0110289281809581
"MOTORCYCLE, URBAN",MALE,0.4785595337218984,0.9651553316540722,1.0105942051582744
"INTERSECTION, MOTORCYCLE",MALE,0.40174854288093254,0.965,1.0104315605928509
"MALE, URBAN",INTERSECTION,0.6357202331390508,0.7704339051463169,1.00959205682567
INTERSECTION,"MALE, URBAN",0.6357202331390508,0.8330605564648118,1.00959205682567
"AGE_GROUP=Adult, INTERSECTION, MALE",URBAN,0.44712739383846795,0.8706931495743818,1.0093653210799542
URBAN,"INTERSECTION, MALE",0.6357202331390508,0.736969111969112,1.0083735727426983
"INTERSECTION, MALE",URBAN,0.6357202331390508,0.8698376530902876,1.0083735727426983
TIME_OF_DAY=Evening,URBAN,0.5033305578684429,0.8697841726618706,1.0083115746784812
"AGE_GROUP=Adult, INTERSECTION",URBAN,0.46794338051623646,0.86963249516441,1.0081357400506337
"MALE, TIME_OF_DAY=Evening",URBAN,0.47689425478767694,0.8694497153700189,1.0079238495747034
"AGE_GROUP=Adult, MALE","DARK_CONDITIONS, URBAN",0.4494171523730225,0.6554341226472374,1.0075857680631453
"DARK_CONDITIONS, URBAN","AGE_GROUP=Adult, MALE",0.4494171523730225,0.69088,1.0075857680631453
MOTORCYCLE,MALE,0.5711906744379683,0.9621318373071528,1.0074283667008634
INTERSECTION,URBAN,0.6629891756869276,0.8687943262411348,1.0071640789725897
URBAN,INTERSECTION,0.6629891756869276,0.7685810810810811,1.0071640789725897
"DARK_CONDITIONS, INTERSECTION, URBAN",MALE,0.46690258118234806,0.961835334476844,1.007117904713766
"AGE_GROUP=Adult, INTERSECTION","MALE, URBAN",0.44712739383846795,0.8309477756286267,1.0070315625933206
"AGE_GROUP=Adult, MOTORCYCLE",MALE,0.4190258118234804,0.9608591885441528,1.006095802477356
"DARK_CONDITIONS, URBAN",MALE,0.6248959200666112,0.9606400000000002,1.0058662946817787
MALE,"DARK_CONDITIONS, URBAN",0.6248959200666112,0.6543156059285091,1.0058662946817787
DARK_CONDITIONS,AGE_GROUP=Adult,0.5216486261448793,0.7238590410167534,1.0056156255189368
AGE_GROUP=Adult,DARK_CONDITIONS,0.5216486261448793,0.7246963562753037,1.0056156255189368
"DARK_CONDITIONS, INTERSECTION",MALE,0.5166527893422148,0.9601547388781431,1.0053581877878377
DARK_CONDITIONS,MALE,0.6915070774354705,0.9595609474292317,1.0047364410309565
MALE,DARK_CONDITIONS,0.6915070774354705,0.7240627724498692,1.0047364410309565
"AGE_GROUP=Adult, DARK_CONDITIONS, URBAN",MALE,0.4494171523730225,0.9591292758773878,1.0042844466684766
"INTERSECTION, URBAN",MALE,0.6357202331390508,0.9588697017268445,1.004012651938919
MALE,"INTERSECTION, URBAN",0.6357202331390508,0.6656495204882301,1.004012651938919
"DARK_CONDITIONS, MALE",AGE_GROUP=Adult,0.4995836802664446,0.7224563515954244,1.0036669499897106
AGE_GROUP=Adult,"DARK_CONDITIONS, MALE",0.4995836802664446,0.6940427993059572,1.0036669499897106
WEEKEND_FLAG=Weekday,MALE,0.42985012489592006,0.9582366589327146,1.0033498059094945
INTERSECTION,MALE,0.730849292256453,0.9577195853791599,1.0028083888756505
MALE,INTERSECTION,0.730849292256453,0.7652571926765476,1.0028083888756505
"AGE_GROUP=Adult, DARK_CONDITIONS",MALE,0.4995836802664446,0.9577015163607342,1.0027894691798096
SEASON=Fall,MALE,0.43900915903413823,0.9573309123921925,1.0024014174219904
URBAN,MALE,0.8251457119067444,0.9565637065637066,1.0015980920514487
MALE,URBAN,0.8251457119067444,0.8639930252833478,1.0015980920514487
"DARK_CONDITIONS, URBAN",AGE_GROUP=Adult,0.46856786011656953,0.7203200000000001,1.0006990399074611
AGE_GROUP=Adult,"DARK_CONDITIONS, URBAN",0.46856786011656953,0.6509543088490457,1.0006990399074611
"AGE_GROUP=Adult, INTERSECTION, URBAN",MALE,0.44712739383846795,0.9555160142348754,1.000501075061975
"AGE_GROUP=Adult, INTERSECTION",MALE,0.5135303913405496,0.9543520309477757,0.9992822922129717
AGE_GROUP=Adult,"DARK_CONDITIONS, MALE, URBAN",0.4494171523730225,0.6243493348756507,0.9991253180355182
"DARK_CONDITIONS, MALE, URBAN",AGE_GROUP=Adult,0.4494171523730225,0.7191872085276482,0.9991253180355182
MALE,"AGE_GROUP=Adult, URBAN",0.5895087427144047,0.6172624237140366,0.9987634501590542
"AGE_GROUP=Adult, URBAN",MALE,0.5895087427144047,0.9538565173459077,0.9987634501590541
TIME_OF_DAY=Evening,"MALE, URBAN",0.47689425478767694,0.8241007194244605,0.9987335661238921
"URBAN, WEEKEND_FLAG=Weekend",MALE,0.43255620316403,0.9536484625975218,0.9985456003309708
AGE_GROUP=Adult,MALE,0.6856786011656952,0.9525737420474263,0.9974202826494847
MALE,AGE_GROUP=Adult,0.6856786011656952,0.7179598953792502,0.9974202826494847
WEEKEND_FLAG=Weekend,MALE,0.5251873438800999,0.9524348810872026,0.9972748842072627
URBAN,"AGE_GROUP=Adult, MALE",0.5895087427144047,0.6833976833976835,0.9966734884767673
"AGE_GROUP=Adult, MALE",URBAN,0.5895087427144047,0.8597449908925319,0.9966734884767672
URBAN,AGE_GROUP=Adult,0.6180266444629475,0.716457528957529,0.9953331316113272
AGE_GROUP=Adult,URBAN,0.6180266444629475,0.8585887796414112,0.9953331316113272
"DARK_CONDITIONS, TIME_OF_DAY=Evening, URBAN",MALE,0.4152789342214821,0.9504525964745116,0.9951992749484642
"DARK_CONDITIONS, TIME_OF_DAY=Evening",MALE,0.47231473771856786,0.9497697781498535,0.9944843099895153
"AGE_GROUP=Adult, MALE, URBAN",INTERSECTION,0.44712739383846795,0.7584745762711864,0.9939203121676976
"INTERSECTION, TIME_OF_DAY=Evening",MALE,0.4036219816819317,0.9486301369863013,0.993291015275107
"MALE, URBAN",AGE_GROUP=Adult,0.5895087427144047,0.7144298688193744,0.9925162203031448
AGE_GROUP=Adult,"MALE, URBAN",0.5895087427144047,0.8189705031810295,0.9925162203031448
TIME_OF_DAY=Evening,MALE,0.5485012489592007,0.9478417266187052,0.9924654870698038
"AGE_GROUP=Adult, URBAN",INTERSECTION,0.46794338051623646,0.7571572920175144,0.9921941164353898
INTERSECTION,"AGE_GROUP=Adult, URBAN",0.46794338051623646,0.6132024004364429,0.9921941164353897
"TIME_OF_DAY=Evening, URBAN",MALE,0.47689425478767694,0.9474772539288668,0.9920838552472266
"AGE_GROUP=Adult, URBAN","INTERSECTION, MALE",0.44712739383846795,0.723475917817447,0.9899112244930263
"INTERSECTION, MALE","AGE_GROUP=Adult, URBAN",0.44712739383846795,0.6117915123896326,0.9899112244930263
"INTERSECTION, URBAN","AGE_GROUP=Adult, MALE",0.44712739383846795,0.6744113029827316,0.9835676683451859
"AGE_GROUP=Adult, MALE","INTERSECTION, URBAN",0.44712739383846795,0.6520947176684881,0.9835676683451858
"INTERSECTION, MALE","DARK_CONDITIONS, URBAN",0.46690258118234806,0.6388493306750214,0.9820902990600969
"DARK_CONDITIONS, URBAN","INTERSECTION, MALE",0.46690258118234806,0.7177600000000001,0.9820902990600968
INTERSECTION,"AGE_GROUP=Adult, MALE",0.5135303913405496,0.6729405346426623,0.9814226862244535
