antecedents,consequents,support,confidence,lift
"DARK_CONDITIONS, RUSH_HOUR","TIME_OF_DAY=Evening, WEEKEND_FLAG=Weekday",0.3070728291316527,0.8320683111954459,1.7422192791599658
"TIME_OF_DAY=Evening, WEEKEND_FLAG=Weekday","DARK_CONDITIONS, RUSH_HOUR",0.3070728291316527,0.6429618768328446,1.7422192791599658
"AGE_GROUP=Adult, DARK_CONDITIONS, RUSH_HOUR","TIME_OF_DAY=Evening, WEEKEND_FLAG=Weekday",0.22443977591036415,0.8270967741935484,1.7318096679595119
"DARK_CONDITIONS, RUSH_HOUR, VEHICLE=NEW","TIME_OF_DAY=Evening, WEEKEND_FLAG=Weekday",0.25700280112044815,0.8191964285714285,1.7152675953079177
"DARK_CONDITIONS, LOCATION=RURAL, RUSH_HOUR","TIME_OF_DAY=Evening, WEEKEND_FLAG=Weekday",0.20553221288515405,0.8186889818688982,1.714205082270948
"DARK_CONDITIONS, RUSH_HOUR","TIME_OF_DAY=Evening, VEHICLE=NEW, WEEKEND_FLAG=Weekday",0.25700280112044815,0.6963946869070208,1.7072130693617609
"TIME_OF_DAY=Evening, VEHICLE=NEW, WEEKEND_FLAG=Weekday","DARK_CONDITIONS, RUSH_HOUR",0.25700280112044815,0.6300429184549355,1.7072130693617606
"LOCATION=RURAL, TIME_OF_DAY=Evening, WEEKEND_FLAG=Weekday","DARK_CONDITIONS, RUSH_HOUR",0.20553221288515405,0.6224814422057264,1.6867239079122909
"DARK_CONDITIONS, GENDER=MALE, RUSH_HOUR","TIME_OF_DAY=Evening, WEEKEND_FLAG=Weekday",0.23564425770308123,0.8031026252983293,1.6815697198328654
"AGE_GROUP=Adult, TIME_OF_DAY=Evening, WEEKEND_FLAG=Weekday","DARK_CONDITIONS, RUSH_HOUR",0.22443977591036415,0.6187258687258688,1.6765475152571927
"DARK_CONDITIONS, RUSH_HOUR","AGE_GROUP=Adult, TIME_OF_DAY=Evening, WEEKEND_FLAG=Weekday",0.22443977591036415,0.6081593927893738,1.6765475152571927
TIME_OF_DAY=Evening,"DARK_CONDITIONS, RUSH_HOUR",0.3070728291316527,0.6120027913468249,1.658330144294622
"DARK_CONDITIONS, RUSH_HOUR, WEEKEND_FLAG=Weekday",TIME_OF_DAY=Evening,0.3070728291316527,0.8320683111954459,1.658330144294622
TIME_OF_DAY=Evening,"DARK_CONDITIONS, RUSH_HOUR, WEEKEND_FLAG=Weekday",0.3070728291316527,0.6120027913468249,1.658330144294622
"DARK_CONDITIONS, RUSH_HOUR",TIME_OF_DAY=Evening,0.3070728291316527,0.8320683111954459,1.658330144294622
"AGE_GROUP=Adult, DARK_CONDITIONS, RUSH_HOUR, WEEKEND_FLAG=Weekday",TIME_OF_DAY=Evening,0.22443977591036415,0.8270967741935484,1.6484217635008893
"AGE_GROUP=Adult, DARK_CONDITIONS, RUSH_HOUR",TIME_OF_DAY=Evening,0.22443977591036415,0.8270967741935484,1.6484217635008893
"DARK_CONDITIONS, RUSH_HOUR","GENDER=MALE, TIME_OF_DAY=Evening, WEEKEND_FLAG=Weekday",0.23564425770308123,0.6385199240986716,1.6355272674670909
"GENDER=MALE, TIME_OF_DAY=Evening, WEEKEND_FLAG=Weekday","DARK_CONDITIONS, RUSH_HOUR",0.23564425770308123,0.6035874439461884,1.6355272674670909
"DARK_CONDITIONS, RUSH_HOUR, VEHICLE=NEW",TIME_OF_DAY=Evening,0.25700280112044815,0.8191964285714285,1.632676203768318
