antecedents,consequents,support,confidence,lift
TIME_OF_DAY=Night,"DARK_CONDITIONS, URBAN",0.5127068557919622,0.8767054067710964,1.2074770437579936
"DARK_CONDITIONS, URBAN",TIME_OF_DAY=Night,0.5127068557919622,0.7061457061457062,1.2074770437579936
"PASSENGER_CAR, TIME_OF_DAY=Night","DARK_CONDITIONS, URBAN",0.49615839243498816,0.875619295958279,1.205981154872941
"DARK_CONDITIONS, URBAN","PASSENGER_CAR, TIME_OF_DAY=Night",0.49615839243498816,0.6833536833536833,1.2059811548729409
"DARK_CONDITIONS, PASSENGER_CAR, URBAN",TIME_OF_DAY=Night,0.49615839243498816,0.7023635222756744,1.201009681344559
TIME_OF_DAY=Night,"DARK_CONDITIONS, PASSENGER_CAR, URBAN",0.49615839243498816,0.8484082870136431,1.201009681344559
DARK_CONDITIONS,TIME_OF_DAY=Night,0.583628841607565,0.6815044858523119,1.165341677677728
TIME_OF_DAY=Night,DARK_CONDITIONS,0.583628841607565,0.9979787771601818,1.1653416776777277
DARK_CONDITIONS,"PASSENGER_CAR, TIME_OF_DAY=Night",0.5654550827423168,0.6602829537612146,1.1652659794148372
"PASSENGER_CAR, TIME_OF_DAY=Night",DARK_CONDITIONS,0.5654550827423168,0.9979139504563235,1.1652659794148372
"TIME_OF_DAY=Night, URBAN",DARK_CONDITIONS,0.5127068557919622,0.9976998274870617,1.1650159476246433
"PASSENGER_CAR, TIME_OF_DAY=Night, URBAN",DARK_CONDITIONS,0.49615839243498816,0.9976232917409388,1.1649265766912824
TIME_OF_DAY=Night,"DARK_CONDITIONS, PASSENGER_CAR",0.5654550827423168,0.9669024759979787,1.1582293730184636
"DARK_CONDITIONS, PASSENGER_CAR",TIME_OF_DAY=Night,0.5654550827423168,0.6773451327433628,1.1582293730184636
"TIME_OF_DAY=Night, URBAN","DARK_CONDITIONS, PASSENGER_CAR",0.49615839243498816,0.965497412305923,1.1565462807940685
"PASSENGER_CAR, URBAN",TIME_OF_DAY=Night,0.4973404255319149,0.6196612665684831,1.0595925851782448
TIME_OF_DAY=Night,"PASSENGER_CAR, URBAN",0.4973404255319149,0.8504295098534612,1.0595925851782448
"DARK_CONDITIONS, TIME_OF_DAY=Night","PASSENGER_CAR, URBAN",0.49615839243498816,0.850126582278481,1.0592151525885052
"PASSENGER_CAR, URBAN","DARK_CONDITIONS, TIME_OF_DAY=Night",0.49615839243498816,0.6181885125184094,1.0592151525885052
URBAN,TIME_OF_DAY=Night,0.5138888888888888,0.6189713472148068,1.0584128544592755
TIME_OF_DAY=Night,URBAN,0.5138888888888888,0.8787266296109144,1.0584128544592755
URBAN,"DARK_CONDITIONS, TIME_OF_DAY=Night",0.5127068557919622,0.617547606335647,1.0581170125771289
"DARK_CONDITIONS, TIME_OF_DAY=Night",URBAN,0.5127068557919622,0.8784810126582279,1.0581170125771286
"PASSENGER_CAR, TIME_OF_DAY=Night",URBAN,0.4973404255319149,0.8777053455019557,1.0571827332901291
"DARK_CONDITIONS, PASSENGER_CAR, TIME_OF_DAY=Night",URBAN,0.49615839243498816,0.8774496995035275,1.0568748115749909
